campaign_id,campaign_manager,channel,creative_format,impressions,clicks,conversions,cost,revenue,retention_rate,average_order_value,purchase_frequency_per_year,launch_weather,customer_lifespan_years,campaign_color_theme,discount_rate,ctr,conversion_rate,cpa,roas,profit,profit_margin
C00549,Vikram Singh,Snapchat Ads,Carousel,111959,5991,683,304236,259553,0.66,835,4,Rainy,2,Blue,0.1,0.05351066015237721,0.11400433984309798,445.4407027818448,0.8531304645078163,-44683,-0.1721536641841936
C00550,Rahul Mehta,Facebook Ads,Story,100819,10624,1278,266503,447329,0.55,2502,3,Cloudy,3,Black,0.1,0.10537696267568614,0.12029367469879518,208.53129890453835,1.678513937929404,180826,0.40423491434715836
C00551,Arjun Nair,Twitter Ads,Story,48482,4256,513,110814,74636,0.64,2650,4,Sunny,5,Red,0.1,0.08778515737799596,0.12053571428571429,216.01169590643275,0.6735250058656849,-36178,-0.48472586955356667
C00552,Rahul Mehta,Affiliate Marketing,Story,142505,9146,1048,298821,289161,0.66,2480,2,Humid,4,Green,0.1,0.06418020420336129,0.11458561119615132,285.13454198473283,0.9676729547120182,-9660,-0.03340699471920487
C00553,Sneha Kapoor,Influencer Marketing,Video,220280,20059,2916,408023,790837,0.49,2876,4,Sunny,5,Green,0.1,0.09106137642999819,0.1453711550924772,139.9255829903978,1.9382167181752008,382814,0.484061823106405
C00554,Arjun Nair,YouTube Ads,Carousel,195619,10627,1341,183873,278766,0.61,1690,6,Humid,3,Red,0.1,0.05432498888144812,0.12618801166839183,137.11633109619686,1.51607903281069,94893,0.34040377951400097
C00555,Rahul Mehta,Influencer Marketing,Video,184243,14607,1617,486044,337865,0.61,2851,2,Sunny,5,Black,0.1,0.07928116672003821,0.11070034914766892,300.58379715522574,0.6951325394408737,-148179,-0.43857457860388027
C00556,Sneha Kapoor,Google Search Ads,Video,152066,7204,236,98203,66742,0.69,1588,6,Rainy,2,Black,0.1,0.04737416648034406,0.032759578012215435,416.114406779661,0.6796330051016771,-31461,-0.47138233795810736
C00557,Arjun Nair,Affiliate Marketing,Story,65291,6991,318,394139,657975,0.71,1456,2,Cloudy,3,Black,0.1,0.107074481934723,0.045487054784723216,1239.4308176100628,1.6693983594620172,263836,0.4009818002203731
C00558,Arjun Nair,Influencer Marketing,Story,59696,5222,734,194904,326874,0.73,2024,4,Sunny,3,Blue,0.1,0.0874765478424015,0.1405591727307545,265.5367847411444,1.677102573574683,131970,0.4037335487068412
C00559,Sneha Kapoor,Email Marketing,Video,52708,3397,237,81488,78353,0.78,1428,5,Humid,2,Black,0.1,0.06444941944296881,0.06976744186046512,343.831223628692,0.9615280777537797,-3135,-0.040011231222799384
C00560,Priya Sharma,Google Search Ads,Carousel,225853,10402,926,125430,170194,0.62,1135,5,Rainy,4,Black,0.1,0.046056505780308434,0.08902134204960585,135.4535637149028,1.3568843179462649,44764,0.26301749767911914
C00561,Sneha Kapoor,Facebook Ads,Video,56916,4634,278,283770,177716,0.65,703,2,Cloudy,5,Black,0.1,0.0814182303745871,0.059991368148467845,1020.7553956834532,0.6262677520527188,-106054,-0.5967611244907606
C00562,Rahul Mehta,Affiliate Marketing,Story,225169,18400,1689,454221,584560,0.62,987,6,Cloudy,3,Red,0.1,0.08171639968201662,0.09179347826086956,268.9289520426288,1.2869506253563794,130339,0.22296941289174763
C00563,Priya Sharma,Facebook Ads,Story,83545,6771,962,238176,254089,0.57,926,2,Cloudy,4,Red,0.1,0.08104614279729487,0.14207650273224043,247.58419958419958,1.0668119373908371,15913,0.06262766196096643
C00564,Priya Sharma,LinkedIn Ads,Static,62182,6573,797,202021,304427,0.52,861,5,Sunny,3,Blue,0.1,0.10570583126949921,0.12125361326639282,253.47678795483063,1.506907697714594,102406,0.33638934785679325
C00565,Rahul Mehta,Snapchat Ads,Story,75977,6591,481,94492,173799,0.63,1476,3,Rainy,2,Blue,0.1,0.0867499374810798,0.07297830374753451,196.44906444906445,1.8392985649578801,79307,0.45631447821909216
C00566,Rahul Mehta,Facebook Ads,Static,145034,10737,403,333404,500362,0.65,2540,2,Humid,2,Green,0.1,0.07403091688845374,0.03753376175840551,827.3052109181142,1.5007678372185096,166958,0.33367441972012263
C00567,Priya Sharma,Google Search Ads,Static,42447,2822,156,392805,602658,0.63,2897,3,Cloudy,6,Black,0.1,0.06648290809715646,0.05527994330262225,2517.980769230769,1.5342421812349638,209853,0.3482124189839013
C00568,Arjun Nair,Instagram Ads,Static,39334,3783,335,59994,75574,0.82,887,3,Rainy,3,Green,0.1,0.09617633599430518,0.08855405762622258,179.08656716417912,1.2596926359302596,15580,0.20615555614364728
C00569,Priya Sharma,Snapchat Ads,Video,181133,18813,784,370458,310801,0.69,1135,2,Sunny,5,Red,0.1,0.10386290736641032,0.041673311008345294,472.5229591836735,0.8389642010700268,-59657,-0.1919459718598074
C00570,Sneha Kapoor,Snapchat Ads,Video,135643,4839,262,226864,393865,0.84,2346,4,Cloudy,2,Black,0.1,0.03567452798891207,0.054143418061582974,865.8931297709923,1.7361282530502857,167001,0.42400568722785725
C00571,Arjun Nair,LinkedIn Ads,Static,92000,5422,790,161794,270182,0.69,2074,2,Cloudy,2,Blue,0.1,0.058934782608695654,0.14570269273330874,204.80253164556962,1.6699135938291902,108388,0.4011666210184246
C00572,Rahul Mehta,YouTube Ads,Video,108107,10017,965,279984,263493,0.68,1246,2,Humid,6,Blue,0.1,0.0926581997465474,0.09633622841170011,290.13886010362694,0.9411002057260415,-16491,-0.06258610285662237
C00573,Arjun Nair,Email Marketing,Carousel,28194,3077,122,53787,45782,0.49,1862,5,Sunny,5,Black,0.1,0.10913669575086898,0.03964900877478063,440.87704918032784,0.8511722163348021,-8005,-0.17485037787776855
C00574,Priya Sharma,Snapchat Ads,Carousel,95019,8322,772,266023,248719,0.52,854,6,Cloudy,3,Blue,0.1,0.08758248350329934,0.0927661619802932,344.58937823834196,0.934952992786338,-17304,-0.0695724894358694
C00575,Rahul Mehta,Snapchat Ads,Video,66148,5718,708,232375,275666,0.67,1486,2,Sunny,6,Black,0.1,0.08644252282759872,0.12381951731374606,328.2132768361582,1.186298009682625,43291,0.15704149224061
C00576,Vikram Singh,YouTube Ads,Carousel,209740,22577,3350,316097,286695,0.76,1552,4,Cloudy,2,Black,0.1,0.10764279584247163,0.14838109580546574,94.35731343283582,0.9069842485059966,-29402,-0.10255498003104345
C00577,Arjun Nair,Affiliate Marketing,Carousel,268728,20094,988,72604,49054,0.6,1558,5,Sunny,4,Green,0.1,0.0747744931678128,0.049168906141136656,73.48582995951416,0.6756377059115201,-23550,-0.4800831736453704
C00578,Vikram Singh,Email Marketing,Carousel,42710,1682,61,331731,280724,0.76,2686,6,Cloudy,2,Black,0.1,0.039381877780379305,0.03626634958382877,5438.213114754099,0.8462398750795072,-51007,-0.18169803793049402
C00579,Sneha Kapoor,Email Marketing,Carousel,253214,21103,1458,154202,253804,0.81,1642,2,Rainy,4,Blue,0.1,0.08334057358597866,0.06908970288584561,105.76268861454047,1.6459189893775696,99602,0.3924366834250051
C00580,Arjun Nair,Snapchat Ads,Video,236318,25590,1920,165690,116470,0.68,922,5,Humid,3,Black,0.1,0.1082862921994939,0.07502930832356389,86.296875,0.7029392238517714,-49220,-0.4225980939297673
C00581,Priya Sharma,Snapchat Ads,Static,258546,11899,890,289987,466226,0.7,1804,3,Rainy,4,Blue,0.1,0.046022758039188386,0.07479620136145895,325.82808988764043,1.6077479335280547,176239,0.3780119512854281
C00582,Rahul Mehta,Snapchat Ads,Static,51274,2833,122,294074,365242,0.52,2107,3,Humid,4,Black,0.1,0.05525217459141085,0.043063889869396396,2410.44262295082,1.2420071138556963,71168,0.19485163261618324
C00583,Vikram Singh,Affiliate Marketing,Video,109095,8949,862,170430,122890,0.79,2703,3,Rainy,6,Green,0.1,0.08202942389660388,0.09632361157671249,197.71461716937355,0.7210584990905357,-47540,-0.38685002848075517
C00584,Vikram Singh,Instagram Ads,Carousel,166365,5208,423,179317,169806,0.62,1610,6,Rainy,3,Blue,0.1,0.031304661437201335,0.08122119815668202,423.91725768321515,0.9469598532208324,-9511,-0.056010977232842186
C00585,Rahul Mehta,Google Search Ads,Carousel,239032,28257,983,296757,482784,0.65,2443,6,Cloudy,5,Green,0.1,0.11821429766725794,0.03478784018119404,301.8891149542218,1.626866426065771,186027,0.38532138596142373
C00586,Rahul Mehta,Google Search Ads,Video,257209,19181,766,444830,274634,0.74,1592,3,Cloudy,4,Green,0.1,0.07457359579174912,0.039935352692768884,580.7180156657963,0.6173909133826405,-170196,-0.6197193355520438
C00587,Vikram Singh,LinkedIn Ads,Carousel,28351,2074,138,418734,520484,0.68,799,5,Humid,5,Green,0.1,0.07315438608867413,0.0665380906460945,3034.304347826087,1.2429943591874555,101750,0.19549111980387485
C00588,Arjun Nair,Influencer Marketing,Static,116964,11823,880,293424,465212,0.45,989,5,Humid,4,Red,0.1,0.10108238432338155,0.07443119343652203,333.43636363636364,1.5854599487431158,171788,0.3692682046034926
C00589,Vikram Singh,Instagram Ads,Story,243295,23784,2705,371127,504513,0.77,1031,6,Rainy,4,Black,0.1,0.09775786596518629,0.11373192061890347,137.2003696857671,1.3594079654673468,133386,0.2643856550772725
C00590,Arjun Nair,Twitter Ads,Story,289870,33357,3701,77033,58187,0.6,867,4,Sunny,4,Green,0.1,0.11507572360023459,0.11095122463051234,20.81410429613618,0.7553516025599418,-18846,-0.3238867788337601
C00591,Rahul Mehta,Email Marketing,Static,55130,4436,544,122564,241910,0.55,1165,5,Cloudy,6,Black,0.1,0.08046435697442408,0.12263300270513977,225.3014705882353,1.9737443294931627,119346,0.49334876607002603
C00592,Sneha Kapoor,Twitter Ads,Static,138194,8131,1120,314013,487447,0.56,959,4,Cloudy,4,Blue,0.1,0.05883757616104896,0.13774443487885868,280.36875,1.5523147130851271,173434,0.355800733207918
C00593,Sneha Kapoor,Google Search Ads,Video,296133,30993,2678,328871,509628,0.66,1897,5,Humid,6,Green,0.1,0.10465905522180911,0.08640660794372923,122.80470500373413,1.5496288818412083,180757,0.35468420102506143
C00594,Sneha Kapoor,YouTube Ads,Story,118751,13094,1112,92032,105556,0.52,1015,2,Cloudy,3,Green,0.1,0.11026433461612954,0.08492439285168779,82.76258992805755,1.1469488873435327,13524,0.12812156580393347
C00595,Priya Sharma,Affiliate Marketing,Video,280219,12202,665,378873,239359,0.62,2917,3,Humid,5,Black,0.1,0.04354451339844907,0.054499262415997375,569.7338345864662,0.631765789591763,-139514,-0.5828650687878877
C00596,Arjun Nair,Facebook Ads,Static,31262,1758,66,470473,435309,0.83,2075,5,Cloudy,6,Black,0.1,0.05623440598810057,0.03754266211604096,7128.378787878788,0.9252581976011376,-35164,-0.08077940037995998
C00597,Vikram Singh,Email Marketing,Static,274881,22925,2604,491402,672167,0.63,1240,4,Rainy,3,Green,0.1,0.0833997256994845,0.11358778625954198,188.71044546851,1.3678556456831676,180765,0.26892870372987665
C00598,Rahul Mehta,Twitter Ads,Carousel,273882,17383,1122,493292,328654,0.59,2567,3,Sunny,6,Black,0.1,0.06346893917818623,0.06454582062935052,439.65418894830657,0.6662463611816125,-164638,-0.5009462839338635
C00599,Vikram Singh,Facebook Ads,Static,169551,7868,401,421254,661370,0.72,1328,3,Rainy,3,Red,0.1,0.04640491651479496,0.05096593797661413,1050.508728179551,1.570002896114933,240116,0.3630584997807581
C00600,Vikram Singh,Twitter Ads,Static,86308,6013,447,157560,218611,0.46,1998,4,Cloudy,3,Green,0.1,0.06966909208879826,0.07433893231332114,352.48322147651004,1.3874777862401624,61051,0.2792677404156241
C00601,Sneha Kapoor,Twitter Ads,Carousel,105247,8212,366,63067,73560,0.65,1295,5,Humid,4,Black,0.1,0.07802597698746758,0.04456892352654652,172.31420765027323,1.1663786132208604,10493,0.14264545948885263
C00602,Priya Sharma,Google Search Ads,Carousel,286028,17108,1961,298465,553464,0.84,1302,6,Sunny,5,Green,0.1,0.059812326065979554,0.1146247369651625,152.20040795512494,1.8543681838741561,254999,0.460732766720148
C00603,Vikram Singh,Instagram Ads,Story,271124,30099,1406,338861,258763,0.46,1602,5,Rainy,4,Red,0.1,0.11101562384739086,0.046712515365959,241.01066856330013,0.7636257934669378,-80098,-0.30954193605731883
C00604,Vikram Singh,LinkedIn Ads,Static,122314,10091,571,452178,447248,0.46,2905,5,Sunny,2,Black,0.1,0.08250077668950406,0.05658507581012784,791.9054290718038,0.9890972139290279,-4930,-0.011022967123385683
C00605,Sneha Kapoor,LinkedIn Ads,Story,121947,9041,925,318202,611190,0.81,2178,5,Sunny,3,Blue,0.1,0.07413876520127596,0.10231169118460347,344.00216216216216,1.9207610260149213,292988,0.4793730263911386
C00606,Sneha Kapoor,Affiliate Marketing,Static,213792,13843,435,230837,252050,0.84,2997,2,Rainy,3,Red,0.1,0.0647498503218081,0.03142382431553854,530.6597701149425,1.0918960132041224,21213,0.0841618726443166
C00607,Arjun Nair,YouTube Ads,Carousel,237899,24344,1573,472404,764917,0.81,2396,3,Rainy,6,Red,0.1,0.10232913967692171,0.06461551100887282,300.3204068658614,1.6192009381800323,292513,0.38241142503042813
C00608,Vikram Singh,Influencer Marketing,Story,128938,7386,1097,325409,644730,0.48,2239,2,Cloudy,2,Blue,0.1,0.05728334548387597,0.14852423503926346,296.6353691886965,1.981291236566905,319321,0.4952786437733625
C00609,Sneha Kapoor,Instagram Ads,Static,237324,10855,927,347751,576342,0.5,1461,5,Sunny,4,Red,0.1,0.04573915828150545,0.08539843390142791,375.13592233009706,1.6573410284945262,228591,0.3966238795715044
C00610,Sneha Kapoor,Affiliate Marketing,Carousel,178331,18744,1245,343224,561445,0.54,710,3,Sunny,4,Green,0.1,0.10510791729985253,0.06642125480153649,275.68192771084335,1.6357976132205208,218221,0.3886774305586478
C00611,Vikram Singh,Affiliate Marketing,Static,85104,7560,1036,268710,228704,0.81,1702,2,Humid,2,Black,0.1,0.08883248730964467,0.13703703703703704,259.37258687258685,0.851118305980425,-40006,-0.17492479361970056
C00612,Arjun Nair,Snapchat Ads,Carousel,54983,4613,338,301912,420202,0.8,2649,2,Cloudy,4,Green,0.1,0.08389865958569012,0.07327119011489269,893.2307692307693,1.3918029094570603,118290,0.2815074654570897
C00613,Sneha Kapoor,Facebook Ads,Static,29198,3097,153,80676,64911,0.63,1254,4,Rainy,3,Blue,0.1,0.10606890882937188,0.04940264772360349,527.2941176470588,0.8045887252714562,-15765,-0.24287100799556316
C00614,Arjun Nair,YouTube Ads,Carousel,239946,20938,3028,75540,75978,0.66,1014,6,Rainy,3,Blue,0.1,0.08726130045927,0.144617441971535,24.947159841479525,1.0057982525814138,438,0.005764826660349049
C00615,Arjun Nair,Snapchat Ads,Story,69549,5834,292,219138,399142,0.78,1933,4,Cloudy,4,Red,0.1,0.08388330529554702,0.050051422694549194,750.472602739726,1.8214184669021347,180004,0.45097734640804527
C00616,Rahul Mehta,YouTube Ads,Story,204355,21273,671,321670,319735,0.76,2387,4,Cloudy,3,Blue,0.1,0.1040982603802207,0.031542330653880506,479.3889716840537,0.9939845182951472,-1935,-0.006051886718688914
C00617,Sneha Kapoor,Google Search Ads,Carousel,283917,14167,745,342896,500216,0.78,2853,6,Rainy,6,Green,0.1,0.049898385795848786,0.052586997952989344,460.26308724832217,1.4587980028930054,157320,0.31450413421401957
C00618,Priya Sharma,Affiliate Marketing,Carousel,238809,17061,668,479310,375647,0.46,2126,4,Humid,4,Green,0.1,0.07144203107923068,0.0391536252271262,717.5299401197605,0.7837245206651228,-103663,-0.2759585461883098
C00619,Priya Sharma,YouTube Ads,Carousel,294266,29050,2063,422189,433401,0.75,1185,3,Sunny,3,Green,0.1,0.09872020552833151,0.07101549053356282,204.6480853126515,1.0265568264450282,11212,0.025869806484064412
C00620,Priya Sharma,LinkedIn Ads,Video,138790,8003,441,91211,108972,0.76,1157,2,Sunny,2,Red,0.1,0.05766265581093739,0.055104335874047235,206.82766439909298,1.1947243205315148,17761,0.16298682230297692
C00621,Arjun Nair,Instagram Ads,Video,42291,2016,68,395919,522166,0.47,1187,4,Cloudy,2,Black,0.1,0.04766971696105554,0.03373015873015873,5822.338235294118,1.3188707791240128,126247,0.24177560392672062
C00622,Vikram Singh,Influencer Marketing,Video,70595,7088,995,157689,224335,0.53,2139,2,Rainy,2,Red,0.1,0.10040371131099936,0.1403781038374718,158.4814070351759,1.422642035906119,66646,0.2970824882430294
C00623,Arjun Nair,Twitter Ads,Carousel,202366,12485,1655,459365,744160,0.55,979,2,Cloudy,6,Blue,0.1,0.06169514641787652,0.13255907088506208,277.5619335347432,1.619975400825052,284795,0.38270667598365943
C00624,Rahul Mehta,Affiliate Marketing,Video,133769,12630,1840,140058,260833,0.66,1104,3,Cloudy,6,Blue,0.1,0.09441649410551024,0.1456848772763262,76.11847826086957,1.8623213240229048,120775,0.4630357355089272
C00625,Priya Sharma,Email Marketing,Carousel,212132,19692,1028,403121,782396,0.52,2153,5,Cloudy,5,Green,0.1,0.09282899326834235,0.052203940686573226,392.1410505836576,1.9408465448339332,379275,0.48476091391060283
C00626,Sneha Kapoor,Instagram Ads,Video,233688,9383,1390,114810,143772,0.66,2730,4,Sunny,4,Blue,0.1,0.040151826366779636,0.1481402536502185,82.59712230215827,1.2522602560752547,28962,0.20144395292546532
C00627,Rahul Mehta,LinkedIn Ads,Video,63121,3757,164,198694,246325,0.74,2518,3,Rainy,6,Green,0.1,0.05952060328575276,0.04365184988022358,1211.5487804878048,1.2397203740424976,47631,0.19336648736425455
C00628,Sneha Kapoor,LinkedIn Ads,Static,118977,12743,1750,470707,595890,0.72,1434,2,Sunny,5,Blue,0.1,0.10710473452852232,0.1373302989876795,268.97542857142855,1.265946756687281,125183,0.21007736327174478
C00629,Sneha Kapoor,Email Marketing,Carousel,249668,19234,2138,112504,90083,0.61,1116,3,Sunny,2,Black,0.1,0.07703830687152538,0.11115732556930435,52.62114125350795,0.8007093081134893,-22421,-0.24889268785453414
C00630,Vikram Singh,LinkedIn Ads,Story,197540,9486,1245,261963,202200,0.79,2744,4,Sunny,6,Red,0.1,0.04802065404475043,0.1312460468058191,210.4120481927711,0.7718647289884449,-59763,-0.29556379821958456
C00631,Sneha Kapoor,Affiliate Marketing,Story,206697,15052,1541,262044,519510,0.65,1303,5,Cloudy,2,Black,0.1,0.07282156973734501,0.1023784214722296,170.04802076573654,1.9825296515089068,257466,0.4955939250447537
C00632,Rahul Mehta,LinkedIn Ads,Carousel,280714,14252,2039,65583,48495,0.47,979,5,Sunny,2,Green,0.1,0.05077053513540472,0.14306763962952568,32.16429622363904,0.7394446731622524,-17088,-0.35236622332199197
C00633,Rahul Mehta,Affiliate Marketing,Static,191419,8373,876,100506,167266,0.71,2829,5,Rainy,5,Green,0.1,0.04374173932577226,0.10462199928341097,114.73287671232876,1.6642389509084035,66760,0.39912474740831966
C00634,Arjun Nair,Facebook Ads,Carousel,277032,20896,1987,474401,855601,0.67,829,5,Sunny,2,Red,0.1,0.07542810938808513,0.09508996937212864,238.75239053850026,1.8035396215437995,381200,0.44553477613981285
C00635,Arjun Nair,Influencer Marketing,Carousel,217308,15174,520,142730,196872,0.79,1941,3,Humid,5,Blue,0.1,0.06982715776685626,0.034269144589429285,274.4807692307692,1.3793316051285645,54142,0.2750111747734569
C00636,Arjun Nair,YouTube Ads,Story,223990,16546,713,403907,519737,0.67,2909,6,Cloudy,5,Black,0.1,0.07386936916826645,0.043091985978484224,566.4894810659187,1.2867739355841814,115830,0.22286271710499733
C00637,Priya Sharma,Snapchat Ads,Video,285648,10002,616,359877,705077,0.7,2144,4,Sunny,4,Blue,0.1,0.03501512350865401,0.0615876824635073,584.2159090909091,1.9592166212344773,345200,0.48959191691120263
C00638,Arjun Nair,Facebook Ads,Video,43655,1813,134,474439,777548,0.46,2097,5,Rainy,2,Black,0.1,0.04153017981903562,0.07391064533921676,3540.589552238806,1.6388787599670347,303109,0.38982673738470164
C00639,Priya Sharma,YouTube Ads,Story,235969,14539,1589,179821,166958,0.57,1047,2,Humid,4,Black,0.1,0.061614025571155535,0.10929224843524314,113.16614222781624,0.9284677540442996,-12863,-0.07704332826219767
C00640,Rahul Mehta,Snapchat Ads,Video,30334,2379,82,394859,714187,0.68,2425,4,Sunny,2,Blue,0.1,0.07842684776158766,0.034468263976460696,4815.3536585365855,1.8087139966418393,319328,0.4471209921211111
C00641,Priya Sharma,Twitter Ads,Video,31658,3758,283,254630,267715,0.49,2700,2,Cloudy,3,Black,0.1,0.11870617221555373,0.07530601383714741,899.7526501766785,1.0513882888897617,13085,0.048876603851110326
C00642,Sneha Kapoor,Instagram Ads,Video,198016,8910,587,278584,245839,0.7,1008,6,Sunny,3,Red,0.1,0.04499636393018746,0.06588103254769921,474.58943781942077,0.8824591505614106,-32745,-0.1331969296978917
C00643,Vikram Singh,Snapchat Ads,Carousel,175881,21046,1646,168429,248331,0.83,1088,6,Rainy,4,Blue,0.1,0.11966045223759246,0.07820963603535114,102.32624544349939,1.4743957394510447,79902,0.3217560433453737
C00644,Vikram Singh,Facebook Ads,Video,298430,21717,1198,467150,330427,0.78,2767,4,Cloudy,5,Black,0.1,0.07277083403143116,0.055164157111939956,389.94156928213687,0.7073252702558065,-136723,-0.41377671921483417
C00645,Vikram Singh,Snapchat Ads,Static,124897,8404,505,320201,395294,0.76,1439,2,Rainy,6,Red,0.1,0.06728744485456016,0.06009043312708234,634.0613861386139,1.2345183181813923,75093,0.18996746725222238
C00646,Arjun Nair,Instagram Ads,Carousel,281726,13851,2014,439130,840206,0.56,2882,6,Cloudy,5,Blue,0.1,0.0491647913220647,0.14540466392318244,218.038728897716,1.9133422904379114,401076,0.4773543630966692
C00647,Priya Sharma,Google Search Ads,Story,293819,14120,1207,176025,142696,0.72,1929,5,Rainy,5,Green,0.1,0.048056796871543364,0.08548158640226629,145.8367854183927,0.8106575770487147,-33329,-0.23356646297023043
C00648,Arjun Nair,Email Marketing,Carousel,126723,13450,834,200494,301635,0.55,1667,5,Rainy,3,Green,0.1,0.10613700748877473,0.06200743494423792,240.40047961630697,1.5044589863038296,101141,0.33530923135577767
C00649,Priya Sharma,YouTube Ads,Video,34524,1798,232,293353,375355,0.85,2428,2,Sunny,3,Green,0.1,0.05207971266365427,0.12903225806451613,1264.4525862068965,1.2795335312746077,82002,0.21846518629031184
C00650,Arjun Nair,Google Search Ads,Video,35278,1878,237,395333,541997,0.71,872,5,Sunny,2,Green,0.1,0.053234310335053006,0.12619808306709265,1668.071729957806,1.370988508422014,146664,0.2705992837598732
C00651,Sneha Kapoor,Snapchat Ads,Static,184576,15530,2081,263388,488711,0.72,1069,5,Cloudy,3,Green,0.1,0.0841387829403606,0.13399871216999357,126.56799615569437,1.8554793688398865,225323,0.4610557159548281
C00652,Vikram Singh,Email Marketing,Story,282274,32169,2979,484625,684575,0.76,2851,4,Cloudy,5,Red,0.1,0.11396373736157067,0.09260468152569244,162.68042967438737,1.4125870518442094,199950,0.29207902713362305
C00653,Rahul Mehta,YouTube Ads,Story,84108,8376,566,486382,689717,0.61,1666,5,Rainy,3,Red,0.1,0.09958624625481524,0.06757402101241643,859.3321554770318,1.4180561780658,203335,0.29480932034443114
C00654,Sneha Kapoor,LinkedIn Ads,Static,132254,15512,1283,183329,331469,0.47,2885,4,Sunny,2,Red,0.1,0.11728945816383625,0.08271015987622486,142.8908807482463,1.8080554631291286,148140,0.4469196214427292
C00655,Rahul Mehta,Snapchat Ads,Video,268960,24595,3580,461185,881675,0.6,2206,4,Cloudy,2,Green,0.1,0.0914448245092207,0.14555804025208377,128.82262569832403,1.9117599228075501,420490,0.47692176822525306
C00656,Rahul Mehta,Facebook Ads,Video,38250,4044,442,78664,123262,0.77,1681,4,Sunny,6,Blue,0.1,0.10572549019607844,0.109297725024728,177.97285067873304,1.5669429472185499,44598,0.36181467118820076
C00657,Sneha Kapoor,Email Marketing,Static,83991,6563,383,281946,322506,0.81,2309,4,Sunny,4,Blue,0.1,0.07813932445142932,0.05835745847935395,736.1514360313316,1.1438573343831797,40560,0.12576510204461314
C00658,Rahul Mehta,Affiliate Marketing,Story,175935,8609,1177,280081,415610,0.8,2364,2,Humid,4,Green,0.1,0.048932844516440734,0.13671738877918457,237.96176720475785,1.483892159768067,135529,0.32609658092923655
C00659,Rahul Mehta,Facebook Ads,Static,266987,25717,3630,224442,360081,0.8,1111,3,Cloudy,4,Green,0.1,0.09632304194586254,0.14115176731345025,61.8297520661157,1.6043387601251102,135639,0.3766902446949436
C00660,Sneha Kapoor,YouTube Ads,Static,240657,20261,2585,436812,461918,0.73,913,3,Sunny,5,Green,0.1,0.08419036221676494,0.12758501554711021,168.97949709864602,1.0574755272291054,25106,0.05435163816954525
C00661,Vikram Singh,LinkedIn Ads,Static,21612,1427,150,214480,301587,0.49,1722,6,Humid,3,Black,0.1,0.06602813251897094,0.1051156271899089,1429.8666666666666,1.4061311077955987,87107,0.288828762512973
C00662,Vikram Singh,Facebook Ads,Video,187457,13240,1785,119997,115791,0.72,2041,4,Sunny,3,Blue,0.1,0.0706295310391183,0.13481873111782477,67.22521008403362,0.9649491237280932,-4206,-0.03632406663730342
C00663,Priya Sharma,Google Search Ads,Video,115362,7546,568,487612,896268,0.54,794,6,Humid,6,Green,0.1,0.06541148731818103,0.0752716671084018,858.4718309859155,1.8380761753197215,408656,0.4559529069430126
C00664,Rahul Mehta,YouTube Ads,Video,262443,12556,1433,138476,92736,0.7,1765,3,Sunny,2,Red,0.1,0.04784276966808031,0.1141287034087289,96.63363572923936,0.669690054594298,-45740,-0.493228088336784
C00665,Vikram Singh,Email Marketing,Video,81525,2549,237,455463,859907,0.63,2724,2,Cloudy,3,Black,0.1,0.031266482674026375,0.09297763828952531,1921.7848101265822,1.8879843148620195,404444,0.47033458269324474
C00666,Priya Sharma,LinkedIn Ads,Video,159566,8922,796,118261,142366,0.53,1582,4,Cloudy,3,Green,0.1,0.055914167178471606,0.08921766420085182,148.56909547738692,1.2038288193064492,24105,0.1693171122318531
C00667,Arjun Nair,Affiliate Marketing,Static,96516,3145,462,173462,254078,0.81,2214,6,Rainy,5,Green,0.1,0.03258527083592358,0.14689984101748807,375.45887445887445,1.464747322180074,80616,0.31728839175371343
C00668,Arjun Nair,Twitter Ads,Carousel,89837,9741,1431,258433,403567,0.74,2433,6,Cloudy,4,Green,0.1,0.10842971158876633,0.14690483523252232,180.59608665269042,1.5615923662999693,145134,0.35962801715700243
C00669,Priya Sharma,LinkedIn Ads,Story,50803,1762,249,296904,555660,0.85,886,2,Cloudy,4,Green,0.1,0.03468299116193926,0.141316685584563,1192.3855421686746,1.871514024735268,258756,0.46567325342835547
C00670,Rahul Mehta,Facebook Ads,Static,178600,21070,2329,119330,233323,0.67,1434,4,Sunny,3,Black,0.1,0.11797312430011198,0.11053630754627432,51.23658222413053,1.9552752870191905,113993,0.48856306493573287
C00671,Arjun Nair,Influencer Marketing,Video,265411,11113,756,328094,395714,0.55,1983,2,Rainy,3,Green,0.1,0.04187090964579464,0.06802843516602178,433.9867724867725,1.2060994714929258,67620,0.17088098980576882
C00672,Rahul Mehta,YouTube Ads,Video,209054,23698,1515,188001,274125,0.75,1780,6,Sunny,4,Red,0.1,0.11335827106871908,0.06392944552282893,124.09306930693069,1.4581039462556051,86124,0.31417783857729137
C00673,Arjun Nair,Email Marketing,Video,185435,17860,1588,129306,178176,0.82,2502,2,Humid,3,Black,0.1,0.09631407231644512,0.08891377379619261,81.42695214105794,1.3779406988074798,48870,0.27427936422413796
C00674,Sneha Kapoor,Twitter Ads,Video,116018,3854,235,420127,526833,0.5,2727,2,Cloudy,5,Black,0.1,0.03321898326121809,0.06097560975609756,1787.7744680851065,1.2539851045041142,106706,0.20254236162123482
